year, mi.I, mi.EI, mi.seI_norm, mi.z_norm, mi.p_norm
2009,-0.0170132740247,-0.011904761904761904,0.0668352293042,-0.0764344219831,0.939073484913
2010,-0.0111977870132,-0.011904761904761904,0.0668352293042,0.010577877848,0.991560231969
2011,-0.00599944683246,-0.011904761904761904,0.0668352293042,0.0883563224632,0.929593475095
2012,-0.00849883412784,-0.011904761904761904,0.0668352293042,0.0509600672037,0.959357340934
2013,-0.00617833904338,-0.011904761904761904,0.0668352293042,0.0856797069599,0.931721034297
2014,-0.0148091937853,-0.011904761904761904,0.0668352293042,-0.04345660082,0.965337559349
2015,0.0304580363546,-0.011904761904761904,0.0668352293042,0.633839349403,0.52618567029
2016,0.0348403982289,-0.011904761904761904,0.0668352293042,0.699408988647,0.484296472022
