
0,0	19,0	308,0	151,0	38,0	142,0	329,0	15,0	166,0	814,0	258,0	1246,0	1,0	335,0	8,0	42,0	17,0	64,0	51,0	50,0	407,0	139,0	95,0	65,0	1278,0	10,0	53,0	20,0	75,0	124,0	249,0	418,0	1165,0	16,0	1,0	558,0	29,0	149,0	4,0	79,0	96,0	109,0	71,0	144,0	2929,0	792,0	13,0	7,0	329,0	25,0	413,0	118,0	23,0	122,0	152,0	144,0	354,0	146,0	42,0	70,0	203,0	2,0	84,0	865,0	21,0	439,0	766,0	3,0	226,0	30,0	79,0	29,0	34,0	52,0	157,0	0,0	713,0	952,0	290,0	94,0	8,0	
2,0	0,0	523,0	58,0	88,0	183,0	49,0	10,0	92,0	5,0	1333,0	26,0	0,0	671,0	7,0	70,0	5,0	201,0	929,0	217,0	711,0	1817,0	86,0	53,0	182,0	86,0	4,0	1,0	7,0	660,0	230,0	356,0	992,0	14,0	4,0	185,0	53,0	1,0	0,0	13,0	1272,0	155,0	148,0	365,0	3221,0	9,0	16,0	7,0	23,0	7,0	388,0	1419,0	14,0	782,0	462,0	181,0	574,0	10,0	28,0	17,0	73,0	5,0	259,0	2832,0	126,0	1282,0	10,0	0,0	423,0	6,0	111,0	41,0	20,0	137,0	817,0	0,0	1507,0	705,0	60,0	233,0	25,0	
334,0	88,0	0,0	2481,0	968,0	1534,0	557,0	0,0	19806,0	1205,0	132,0	864,0	7,0	3721,0	164,0	5749,0	289,0	679,0	1088,0	269,0	2255,0	953,0	1695,0	350,0	3578,0	31,0	35,0	2593,0	598,0	2437,0	2172,0	1723,0	783,0	1405,0	238,0	343,0	13035,0	301,0	3,0	51,0	1772,0	204,0	687,0	2728,0	5047,0	354,0	158,0	86,0	911,0	380,0	7570,0	14468,0	4008,0	2510,0	502,0	738,0	70,0	1583,0	893,0	1026,0	21,0	217,0	1589,0	17185,0	117,0	1750,0	2436,0	4,0	1321,0	690,0	467,0	98,0	1415,0	177,0	1219,0	1,0	1100,0	206,0	4567,0	801,0	138,0	
2,0	325,0	261,0	0,0	221,0	16,0	181,0	0,0	16,0	661,0	30,0	82,0	0,0	317,0	2,0	62,0	7,0	54,0	4,0	30,0	83,0	22,0	6,0	47,0	306,0	0,0	1,0	0,0	10,0	52,0	6,0	51,0	1182,0	304,0	0,0	97,0	27,0	2,0	0,0	22,0	21,0	69,0	341,0	1709,0	7313,0	51,0	130,0	2,0	0,0	15,0	21,0	27,0	2,0	131,0	48,0	2771,0	42,0	3,0	6,0	10,0	50,0	14,0	10,0	1699,0	1,0	1673,0	99,0	0,0	4496,0	5,0	14,0	10,0	3,0	32,0	217,0	0,0	3444,0	142,0	115,0	94,0	3,0	
37,0	1,0	5,0	6,0	0,0	7,0	23,0	1,0	4,0	39,0	1,0	4,0	0,0	12,0	0,0	1,0	1,0	7,0	0,0	4,0	2,0	0,0	1,0	5,0	53,0	0,0	0,0	0,0	0,0	8,0	1,0	12,0	78,0	0,0	0,0	29,0	1,0	8,0	0,0	3,0	0,0	2,0	2,0	62,0	520,0	7,0	6,0	0,0	0,0	6,0	5,0	3,0	1,0	15,0	0,0	9,0	5,0	430,0	1,0	1,0	6,0	0,0	2,0	91,0	0,0	78,0	112,0	0,0	408,0	2,0	4,0	2,0	1,0	1,0	128,0	0,0	13,0	4,0	36,0	7,0	1,0	
162,0	17,0	2842,0	192,0	96,0	0,0	215,0	0,0	2264,0	166,0	451,0	113,0	54,0	315,0	7290,0	407,0	19,0	50,0	602,0	84,0	2667,0	245,0	112,0	49,0	161,0	46,0	3,0	4076,0	126,0	1030,0	154,0	172,0	407,0	193,0	5,0	51,0	1778,0	88,0	1,0	14,0	6045,0	30,0	37,0	215,0	1038,0	43,0	11,0	17,0	2341,0	33,0	764,0	1097,0	636,0	110,0	48,0	293,0	69,0	1065,0	136,0	394,0	15,0	5,0	47613,0	894,0	11,0	255,0	286,0	4,0	189,0	228,0	93,0	503,0	270,0	20,0	850,0	0,0	248,0	321,0	696,0	46,0	20,0	
13,0	5,0	566,0	41,0	4,0	186,0	0,0	0,0	133,0	683,0	170,0	502,0	0,0	702,0	1,0	13,0	47,0	98,0	57,0	101,0	25595,0	47,0	330,0	2148,0	1599,0	2,0	38,0	0,0	1241,0	8222,0	4983,0	464,0	1688,0	13,0	160,0	644,0	183,0	5,0	16,0	130,0	72,0	227,0	6,0	246,0	1303,0	92,0	1,0	2,0	34,0	11,0	930,0	26,0	501,0	180,0	5560,0	48,0	227,0	24,0	267,0	59,0	967,0	0,0	175,0	73,0	2481,0	152,0	865,0	2,0	66,0	239,0	6784,0	34599,0	228,0	57,0	418,0	0,0	302,0	5384,0	34066,0	40,0	17,0	
0,0	7,0	2,0	5,0	5,0	0,0	0,0	0,0	0,0	1,0	0,0	2,0	0,0	9,0	0,0	0,0	0,0	9,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	5,0	0,0	0,0	0,0	1,0	2,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	23,0	9,0	0,0	8844,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	0,0	22,0	0,0	5,0	0,0	1,0	0,0	1,0	0,0	0,0	0,0	31,0	0,0	77,0	0,0	0,0	16,0	0,0	0,0	1,0	0,0	2,0	12,0	0,0	71,0	3,0	26,0	3,0	1,0	
7,0	0,0	70,0	2,0	2,0	0,0	2,0	0,0	0,0	11,0	2,0	4,0	0,0	2,0	2,0	0,0	26,0	0,0	1,0	0,0	4,0	1,0	14,0	63,0	6,0	0,0	0,0	0,0	101,0	32,0	2,0	98,0	30,0	1,0	56,0	7,0	83,0	4,0	0,0	1,0	0,0	1,0	1,0	6,0	105,0	4,0	0,0	0,0	31,0	1,0	255,0	2,0	566,0	1,0	1,0	2,0	0,0	667,0	16,0	4,0	0,0	0,0	26,0	2,0	0,0	6,0	5,0	0,0	14,0	33,0	13,0	5,0	22,0	0,0	2,0	0,0	3,0	3,0	609,0	1,0	1,0	
365,0	154,0	3264,0	746,0	296,0	5478,0	25760,0	480,0	3039,0	0,0	17204,0	22196,0	23,0	3276,0	351,0	579,0	42938,0	404,0	745,0	448,0	8161,0	6475,0	4851,0	1613,0	21107,0	72,0	289,0	326,0	3822,0	13865,0	2041,0	71499,0	36100,0	103,0	871,0	34152,0	3303,0	122,0	65,0	5138,0	1990,0	356,0	845,0	1312,0	15919,0	2213,0	74,0	220,0	379,0	72,0	4337,0	1104,0	4725,0	896,0	3011,0	1251,0	2032,0	1813,0	1513,0	910,0	9472,0	17,0	1366,0	4362,0	614,0	2939,0	29871,0	29,0	1558,0	875,0	898,0	1149,0	947,0	251,0	1044,0	1,0	2773,0	15619,0	210166,0	1221,0	92,0	
3,0	1,0	35,0	2,0	1,0	14738,0	19,0	0,0	286,0	2,0	0,0	22,0	0,0	18,0	2,0	4,0	2,0	3,0	3856,0	2,0	197,0	30628,0	15,0	18,0	89,0	239,0	0,0	0,0	53,0	48,0	2,0	406,0	138,0	0,0	1,0	133,0	11,0	0,0	0,0	18,0	18718,0	5,0	2,0	6,0	169,0	4,0	0,0	0,0	1,0	0,0	4,0	1955,0	1,0	36,0	8,0	1,0	30,0	14,0	6,0	5,0	7,0	0,0	2508,0	8,0	1,0	16,0	457,0	2,0	24,0	27,0	30,0	480,0	1,0	1,0	57,0	0,0	7,0	57,0	512,0	10,0	1457,0	
0,0	0,0	1,0	2,0	0,0	0,0	185,0	0,0	0,0	0,0	1,0	0,0	0,0	23,0	1,0	0,0	0,0	4,0	1,0	0,0	11,0	1,0	0,0	0,0	273324,0	0,0	0,0	0,0	0,0	4,0	0,0	2,0	0,0	0,0	0,0	285,0	0,0	0,0	0,0	2,0	0,0	0,0	0,0	5,0	2,0	43253,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	106,0	0,0	1,0	1,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	194,0	0,0	0,0	84,0	0,0	2,0	0,0	0,0	0,0	11,0	0,0	43,0	0,0	557,0	1,0	0,0	
0,0	0,0	1,0	0,0	0,0	5,0	3,0	0,0	4,0	0,0	1,0	1,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	2,0	0,0	0,0	0,0	1,0	1,0	0,0	0,0	0,0	0,0	3,0	0,0	3,0	3,0	0,0	0,0	67,0	0,0	0,0	0,0	0,0	0,0	4,0	0,0	2,0	7,0	0,0	0,0	0,0	0,0	1,0	15,0	0,0	0,0	9,0	26,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	1,0	23,0	0,0	5,0	0,0	0,0	0,0	0,0	1,0	54,0	0,0	1,0	1,0	5,0	0,0	0,0	
