year, mi.I, mi.EI, mi.seI_norm, mi.z_norm, mi.p_norm
2009,-0.00891534361846,-0.011904761904761904,0.0668352293042,0.0447281817901,0.964323970352
2010,-0.00767355136143,-0.011904761904761904,0.0668352293042,0.0633080874769,0.949521175809
2011,-0.00894045169646,-0.011904761904761904,0.0668352293042,0.0443525104823,0.964623415513
2012,-0.00979187982626,-0.011904761904761904,0.0668352293042,0.0316132988619,0.974780437733
2013,-0.0125860012111,-0.011904761904761904,0.0668352293042,-0.010192817671,0.991867448969
2014,-0.0156934716037,-0.011904761904761904,0.0668352293042,-0.0566873150342,0.954794278903
2015,-0.0155103249868,-0.011904761904761904,0.0668352293042,-0.0539470443891,0.956977355209
2016,-0.0125717181686,-0.011904761904761904,0.0668352293042,-0.00997911237466,0.992037952453
