year, mi.I, mi.EI, mi.seI_norm, mi.z_norm, mi.p_norm
2009,0.0626556386776,-0.011904761904761904,0.0668352293042,1.11558531868,0.264599679295
2010,0.0649169010926,-0.011904761904761904,0.0668352293042,1.14941870922,0.25038336901
2011,0.058027884884,-0.011904761904761904,0.0668352293042,1.04634408405,0.295402198864
2012,0.0625003711168,-0.011904761904761904,0.0668352293042,1.11326217919,0.265595844722
2013,0.0433327020186,-0.011904761904761904,0.0668352293042,0.826472273656,0.408536239921
2014,-0.00450664593886,-0.011904761904761904,0.0668352293042,0.110691861806,0.911860699659
2015,-0.0199976792126,-0.011904761904761904,0.0668352293042,-0.121087596947,0.903621653089
2016,0.0379732116344,-0.011904761904761904,0.0668352293042,0.746282672453,0.455496676389
